DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,WD,TEMP,RH,BP,RAIN
2023-09-25 14:00:00,6,17,15.0,0.25,11.0,1.0,1.6,258,29.1,80,746,3.4
2023-09-25 15:00:00,5,18,15.0,0.27,13.0,1.0,0.8,69,25.8,94,747,1.4
2023-09-25 16:00:00,4,16,8.0,0.52,22.0,1.0,0.2,272,25.9,93,746,0.0
2023-09-25 17:00:00,4,17,5.0,0.44,21.0,1.0,0.6,42,26.0,94,747,0.0
2023-09-25 18:00:00,5,18,7.0,0.39,17.0,1.0,0.2,356,25.4,95,747,0.0
2023-09-25 19:00:00,7,22,4.0,0.47,19.0,1.0,0.1,329,25.5,94,748,0.0
2023-09-25 20:00:00,8,22,3.0,0.4,17.0,1.0,0.2,357,25.3,95,748,0.0
2023-09-25 21:00:00,8,26,4.0,0.36,12.0,1.067401166558652,0.1,337,25.2,94,749,0.0
2023-09-25 22:00:00,9,32,4.0,0.2773788546255507,10.0,1.067401166558652,0.1,344,25.1,94,749,0.0
2023-09-25 23:00:00,12,29,5.0,0.26,7.410755148741419,1.067401166558652,0.0,347,25.0,95,749,0.0
2023-09-26 00:00:00,11,26,10.98954895489549,0.31,8.0,1.067401166558652,0.1,352,25.1,95,748,0.0
2023-09-26 01:00:00,8,26,2.0,0.35,7.410755148741419,1.067401166558652,0.1,332,25.2,95,747,0.0
2023-09-26 02:00:00,7,30,3.0,0.27,6.0,1.0,0.1,7,25.2,96,747,0.0
2023-09-26 03:00:00,9,31,5.0,0.2,4.0,1.0,0.1,15,25.2,95,747,0.0
2023-09-26 04:00:00,9,26,6.0,0.24,4.0,1.0,0.1,327,25.1,95,747,0.0
2023-09-26 05:00:00,8,23,4.0,0.29,6.0,1.0,0.1,348,25.0,95,747,0.0
2023-09-26 06:00:00,8,27,2.0,0.44,8.0,1.0,0.3,203,25.4,95,748,0.0
2023-09-26 07:00:00,13,31,4.0,0.46,10.0,1.0,0.6,180,26.7,90,748,0.0
2023-09-26 08:00:00,13,34,10.0,0.33,10.0,1.0,1.0,165,27.8,85,748,0.0
2023-09-26 09:00:00,12,36,14.0,0.28,9.0,1.0,0.7,166,28.7,82,748,0.0
2023-09-26 10:00:00,12,33,17.0,0.27,9.0,1.0,0.9,177,29.3,79,748,0.0
2023-09-26 11:00:00,11,31,17.0,0.25,8.0,1.0,1.4,198,28.9,82,748,0.6
2023-09-26 12:00:00,9,28,19.0,0.24,12.0,1.0,1.2,121,26.2,89,748,0.2
2023-09-26 13:00:00,6,22,24.0,0.26,12.0,1.0,0.8,84,25.5,88,747,0.0
2023-09-26 14:00:00,5,18,16.0,0.39,21.0,1.0,0.3,297,26.8,83,747,0.0
2023-09-26 15:00:00,5,18,10.0,0.44,23.0,1.0,0.6,25,26.7,88,746,0.0
2023-09-26 16:00:00,4,21,18.0,0.38,19.0,1.0,1.0,199,25.6,93,746,4.0
2023-09-26 17:00:00,4,20,12.0,0.59,31.0,1.0,0.2,120,24.9,91,747,0.0
2023-09-26 18:00:00,3,19,3.0,0.96,41.0,1.0,0.1,338,25.1,93,748,0.0
2023-09-26 19:00:00,5,24,3.0,0.79,34.0,1.0,0.1,16,25.3,95,748,0.0
2023-09-26 20:00:00,11,25,2.0,0.64,25.0,1.0,0.1,345,25.3,95,748,0.0
2023-09-26 21:00:00,13,27,5.0,0.2773788546255507,17.0,1.067401166558652,0.1,345,25.2,95,749,0.0
2023-09-26 22:00:00,13,27,6.0,0.33,7.410755148741419,1.0,0.1,349,25.3,96,749,0.0
2023-09-26 23:00:00,13,26,10.98954895489549,0.28,9.0,1.0,0.2,355,25.4,97,749,1.4
2023-09-27 00:00:00,13,25,8.0,0.21,5.0,1.0,0.2,357,25.4,97,748,0.6
2023-09-27 01:00:00,10,21,12.0,0.12,7.410755148741419,1.067401166558652,0.6,17,25.2,97,748,4.0
2023-09-27 02:00:00,10,17,12.0,0.1,3.0,1.0,0.6,258,24.8,97,748,1.4
2023-09-27 03:00:00,9,16,11.0,0.11,5.0,1.0,0.1,83,24.5,97,747,2.4
2023-09-27 04:00:00,11,18,11.0,0.12,5.0,1.0,0.3,89,24.6,96,747,0.8
2023-09-27 05:00:00,11,18,5.0,0.22,11.0,1.0,0.0,21,24.6,96,747,0.4
2023-09-27 06:00:00,8,13,3.0,0.31,12.0,1.0,0.2,354,24.6,96,748,0.2
2023-09-27 07:00:00,7,15,3.0,0.47,14.0,1.0,0.3,332,24.8,96,748,0.0
2023-09-27 08:00:00,6,16,4.0,0.34,12.0,1.0,0.2,318,25.6,95,748,0.4
2023-09-27 09:00:00,11,17,3.0,0.36,15.0,1.0,0.7,52,25.5,96,749,19.8
2023-09-27 10:00:00,12,18,4.0,0.34,16.0,1.0,0.6,330,25.1,98,749,17.2
2023-09-27 11:00:00,10,17,5.0,0.25,16.0,1.0,0.3,31,25.0,99,749,10.4
2023-09-27 12:00:00,8,12,5.0,0.24,16.0,1.0,0.2,29,25.0,99,748,14.8
2023-09-27 13:00:00,8,14,4.0,0.33,17.0,1.0,0.4,22,25.1,99,747,6.2
2023-09-27 14:00:00,8,19,7.0,0.2,9.0,1.0,1.4,193,26.2,97,746,0.0
2023-09-27 15:00:00,6,18,9.0,0.13,6.0,1.0,2.3,195,27.5,85,746,0.0
2023-09-27 16:00:00,6,17,10.0,0.17,6.0,1.0,1.8,202,27.2,86,747,1.6
2023-09-27 17:00:00,5,15,9.0,0.21,9.0,1.0,1.8,190,26.2,91,747,0.4
2023-09-27 18:00:00,5,13,12.0,0.15,7.0,1.0,2.1,190,26.9,85,748,0.0
2023-09-27 19:00:00,5,12,13.0,0.15,7.0,1.0,2.1,189,27.4,84,748,0.0
2023-09-27 20:00:00,4,17,13.0,0.2773788546255507,7.0,1.067401166558652,1.9,188,27.4,84,749,0.0
2023-09-27 21:00:00,6,18,14.0,0.13,7.410755148741419,1.0,2.4,185,27.6,83,749,0.0
2023-09-27 22:00:00,6,17,10.98954895489549,0.13,5.0,1.0,1.8,183,26.5,90,750,1.2
2023-09-27 23:00:00,6,18,16.0,0.1,3.0,1.0,2.1,188,26.9,85,750,0.0
2023-09-28 00:00:00,6,19,16.0,0.2773788546255507,3.0,1.0,2.3,198,26.8,87,749,10.4
2023-09-28 01:00:00,7,20,16.0,0.08,7.410755148741419,1.067401166558652,1.3,215,24.7,98,749,11.6
2023-09-28 02:00:00,7,18,16.0,0.1,4.0,1.0,0.5,168,23.9,99,749,2.2
2023-09-28 03:00:00,6,20,15.0,0.09,2.0,1.0,0.4,99,24.3,99,749,0.8
2023-09-28 04:00:00,7,20,12.0,0.11,4.0,1.0,0.3,109,24.6,99,749,4.0
2023-09-28 05:00:00,7,16,14.0,0.08,2.0,1.0,1.0,148,24.9,97,749,1.0
2023-09-28 06:00:00,5,14,12.0,0.12,5.0,1.0,1.3,180,25.2,96,750,1.8
2023-09-28 07:00:00,5,12,4.0,0.48,19.0,1.0,1.2,181,25.6,94,750,0.4
2023-09-28 08:00:00,7,15,6.0,0.34,14.0,1.0,1.9,179,26.3,93,751,3.6
2023-09-28 09:00:00,7,16,9.0,0.16,9.0,1.0,1.9,178,24.8,99,751,12.4
2023-09-28 10:00:00,6,20,8.0,0.21,12.0,1.0,1.2,151,24.9,99,751,0.6
2023-09-28 11:00:00,5,20,7.0,0.23,12.0,1.0,1.0,136,25.5,99,751,5.8
2023-09-28 12:00:00,6,16,7.0,0.24,14.0,1.0,1.3,183,25.5,99,750,1.0
2023-09-28 13:00:00,5,13,8.0,0.21,10.0,1.0,1.2,163,26.4,94,749,0.2
2023-09-28 14:00:00,4,11,9.0,0.19,10.0,1.0,1.0,152,26.8,91,749,0.4
2023-09-28 15:00:00,4,10,7.0,0.26,12.0,1.0,1.3,175,27.3,90,748,0.4
2023-09-28 16:00:00,3,9,8.0,0.27,10.0,1.0,1.6,168,27.3,89,748,0.0
2023-09-28 17:00:00,3,9,6.0,0.42,13.0,1.0,1.4,180,27.4,89,749,0.0
2023-09-28 18:00:00,6,11,4.0,0.46,16.0,1.0,1.6,187,27.3,85,749,0.0
2023-09-28 19:00:00,6,13,3.0,0.2773788546255507,17.0,1.067401166558652,0.6,164,27.0,86,750,0.0
2023-09-28 20:00:00,8,23,2.0,0.51,7.410755148741419,1.067401166558652,0.2,123,26.6,89,751,0.0
2023-09-28 21:00:00,11,25,10.98954895489549,0.41,13.0,1.067401166558652,0.6,254,26.6,89,751,0.0
2023-09-28 22:00:00,10,23,14.0,0.12,4.0,1.067401166558652,1.4,322,24.5,94,752,4.4
2023-09-28 23:00:00,8,20,13.0,0.1,5.0,1.067401166558652,0.3,44,23.8,98,752,0.8
2023-09-29 00:00:00,7,16,13.0,0.1,4.0,1.067401166558652,0.3,28,23.8,98,752,0.6
2023-09-29 01:00:00,6,15,13.0,0.08,7.410755148741419,1.067401166558652,0.3,46,23.9,97,751,0.4
2023-09-29 02:00:00,5,15,10.0,0.13,5.0,1.0,0.3,25,24.1,97,751,0.8
2023-09-29 03:00:00,4,14,7.0,0.13,6.0,1.0,0.2,345,24.0,98,751,0.4
2023-09-29 04:00:00,4,14,9.0,0.12,4.0,1.0,0.2,348,24.0,97,751,0.0
2023-09-29 05:00:00,5,15,7.0,0.17,7.0,1.0,0.3,263,24.0,97,751,0.0
2023-09-29 06:00:00,5,12,4.0,0.27,10.0,1.0,0.2,62,24.3,97,752,0.0
2023-09-29 07:00:00,6,16,3.0,0.56,14.0,1.0,0.4,335,25.5,94,752,0.0
2023-09-29 08:00:00,6,19,7.0,0.35,9.0,1.0,0.5,32,28.0,83,752,0.0
2023-09-29 09:00:00,7,20,14.0,0.22,5.0,1.0,1.3,169,30.7,69,752,0.0
2023-09-29 10:00:00,8,22,15.0,0.22,4.0,1.0,1.7,173,31.5,65,752,0.0
2023-09-29 11:00:00,7,20,15.0,0.19,5.0,1.0,1.8,196,31.7,64,752,0.0
2023-09-29 12:00:00,8,16,16.0,0.2,5.0,1.0,2.1,188,31.9,62,751,0.0
2023-09-29 13:00:00,7,13,17.0,0.2,5.0,1.0,2.6,183,31.9,62,751,0.0
2023-09-29 14:00:00,6,11,16.0,0.21,6.0,1.0,2.4,185,31.2,65,750,0.0
2023-09-29 15:00:00,5,11,15.0,0.22,6.0,1.0,1.9,191,30.9,64,750,0.0
2023-09-29 16:00:00,6,11,16.0,0.25,7.0,1.0,1.3,218,30.8,65,750,0.0
2023-09-29 17:00:00,7,10,13.0,0.3,10.0,1.0,1.0,203,29.3,71,750,0.0
2023-09-29 18:00:00,5,9,9.0,0.2773788546255507,15.0,1.067401166558652,0.3,220,28.4,78,751,0.0
2023-09-29 19:00:00,4,13,6.0,0.47,7.410755148741419,1.0,0.2,220,28.0,82,751,0.0
2023-09-29 20:00:00,8,27,10.98954895489549,0.43,12.0,1.0,0.8,190,27.3,85,752,3.0
2023-09-29 21:00:00,9,28,14.0,0.21,8.0,1.0,0.8,152,24.9,94,753,0.6
2023-09-29 22:00:00,7,23,12.0,0.21,8.0,1.0,0.4,89,25.1,91,754,0.0
2023-09-29 23:00:00,6,22,4.0,0.39,16.0,1.0,0.1,16,25.2,93,753,0.0
2023-09-30 00:00:00,5,19,5.0,0.27,10.0,1.0,0.1,28,25.0,94,753,0.0
2023-09-30 01:00:00,6,17,8.0,0.15,7.410755148741419,1.067401166558652,0.2,38,24.9,94,753,0.0
2023-09-30 02:00:00,7,18,6.0,0.23,8.0,1.0,0.1,343,24.7,94,752,0.0
2023-09-30 03:00:00,6,17,4.0,0.24,7.0,1.0,0.2,330,24.7,95,752,0.0
2023-09-30 04:00:00,7,19,5.0,0.18,4.0,1.0,0.1,345,24.6,95,751,0.0
2023-09-30 05:00:00,7,19,4.0,0.19,5.0,1.0,0.1,359,24.5,95,751,0.0
2023-09-30 06:00:00,6,17,3.0,0.31,6.0,1.0,0.0,329,24.6,95,752,0.0
2023-09-30 07:00:00,6,18,5.0,0.35,6.0,1.0,0.2,11,26.6,87,752,0.0
2023-09-30 08:00:00,7,24,7.0,0.37,8.0,1.0,0.4,144,28.2,81,752,0.0
2023-09-30 09:00:00,9,27,15.0,0.2,3.0,1.0,0.7,169,30.0,72,752,0.0
2023-09-30 10:00:00,9,23,16.0,0.2,3.0,1.0,1.3,210,31.2,66,752,0.0
2023-09-30 11:00:00,9,19,17.0,0.19,3.0,1.0,1.6,203,32.1,62,752,0.0
2023-09-30 12:00:00,7,19,16.0,0.34,3.0,2.0,1.7,206,32.7,59,751,0.0
2023-09-30 13:00:00,7,17,13.0,0.2,5.0,1.0,2.1,193,32.1,62,751,0.0
2023-09-30 14:00:00,8,16,13.0,0.18,5.0,1.0,1.6,205,31.9,63,750,0.0
2023-09-30 15:00:00,7,13,15.0,0.19,5.0,1.0,1.8,203,31.3,65,750,0.0
2023-09-30 16:00:00,2,9,10.98954895489549,0.2773788546255507,7.410755148741419,1.067401166558652,2.2,190,30.3,69,749,0.0
2023-09-30 17:00:00,3,10,10.98954895489549,0.2773788546255507,7.410755148741419,1.067401166558652,1.4,193,29.8,72,749,0.0
2023-09-30 18:00:00,3,19,9.0,0.36,7.410755148741419,1.0,0.7,198,29.1,76,750,0.0
2023-09-30 19:00:00,3,22,10.98954895489549,0.37,12.0,1.0,0.5,182,28.8,78,750,0.0
2023-09-30 20:00:00,4,23,8.0,0.33,9.0,1.0,0.6,138,28.3,80,751,0.0
2023-09-30 21:00:00,3,22,4.0,0.49,13.0,1.0,0.2,240,28.1,82,751,0.0
2023-09-30 22:00:00,2,20,2.0,0.57,14.0,1.0,0.2,296,27.6,87,752,0.0
2023-09-30 23:00:00,2,25,2.0,0.53,12.0,1.0,0.0,258,27.5,87,751,0.0
2023-10-01 00:00:00,4,29,3.0,0.35,10.0,1.0,0.1,93,27.5,85,751,0.0
2023-10-01 01:00:00,6,33,2.0,0.31,7.410755148741419,1.067401166558652,0.1,25,27.3,88,751,0.0
2023-10-01 02:00:00,6,27,1.0,0.33,8.0,1.0,0.1,360,27.0,91,751,0.0
2023-10-01 03:00:00,7,29,2.0,0.29,7.0,1.0,0.1,336,26.7,92,750,0.0
2023-10-01 04:00:00,11,27,1.0,0.28,7.0,1.0,0.0,346,26.5,92,750,0.0
2023-10-01 05:00:00,9,27,2.0,0.32,9.0,1.067401166558652,0.1,4,26.7,90,750,0.0
2023-10-01 06:00:00,8,26,1.0,0.43,8.0,1.067401166558652,0.0,8,26.8,92,751,0.0
2023-10-01 07:00:00,11,29,4.0,0.46,9.0,1.067401166558652,0.1,87,28.0,84,751,0.0
2023-10-01 08:00:00,10,23,10.0,0.22,7.0,1.0,0.2,333,29.5,75,751,0.0
2023-10-01 09:00:00,17,28,16.0,0.18,5.0,1.0,0.6,255,30.8,68,751,0.0
2023-10-01 10:00:00,16,25,21.0,0.21,4.0,1.0,0.9,287,32.4,61,750,0.0
2023-10-01 11:00:00,16,24,24.0,0.18,3.0,1.0,1.4,292,33.0,57,750,0.0
2023-10-01 12:00:00,12,19,31.0,0.22,5.0,1.0,1.3,209,33.2,60,749,0.0
2023-10-01 13:00:00,9,15,34.0,0.23,7.0,1.0,1.9,195,33.0,63,748,0.0
2023-10-01 14:00:00,9,17,32.0,0.23,5.0,1.0,2.1,195,32.8,64,748,0.0
2023-10-01 15:00:00,11,22,28.0,0.21,3.0,2.0,2.0,210,32.0,67,747,0.0
2023-10-01 16:00:00,8,23,24.0,0.2773788546255507,5.0,1.067401166558652,1.7,212,30.5,72,748,0.0
2023-10-01 17:00:00,9,18,17.0,0.23,7.410755148741419,2.0,1.4,228,27.3,86,748,34.8
2023-10-01 18:00:00,7,14,10.98954895489549,0.21,9.0,1.0,1.1,74,24.6,98,750,3.8
2023-10-01 19:00:00,5,12,11.0,0.24,11.0,1.0,0.5,45,24.7,99,751,1.4
2023-10-01 20:00:00,4,11,12.0,0.24,10.0,1.0,0.6,61,25.0,98,751,0.0
2023-10-01 21:00:00,3,11,10.0,0.24,10.0,1.0,0.5,79,25.5,94,752,0.2
2023-10-01 22:00:00,3,10,10.0,0.17,4.0,1.0,0.8,136,25.2,93,752,1.0
2023-10-01 23:00:00,2,9,9.0,0.18,6.0,1.0,0.2,122,24.9,93,752,1.0
2023-10-02 00:00:00,3,11,3.0,0.31,11.0,1.0,0.0,344,25.0,95,751,0.0
2023-10-02 01:00:00,4,11,5.0,0.16,7.410755148741419,1.067401166558652,0.1,14,25.0,95,751,0.0
2023-10-02 02:00:00,4,11,7.0,0.16,5.0,1.0,0.1,351,25.2,95,751,0.0
2023-10-02 03:00:00,6,13,8.0,0.14,4.0,1.0,0.1,6,25.0,95,750,0.0
2023-10-02 04:00:00,5,13,9.0,0.14,3.0,1.0,0.5,332,24.9,96,750,0.0
2023-10-02 05:00:00,7,16,11.0,0.14,5.0,1.0,1.0,217,24.1,98,751,0.0
2023-10-02 06:00:00,5,14,11.0,0.18,6.0,1.0,1.0,161,23.8,98,751,0.0
2023-10-02 07:00:00,4,14,5.0,0.44,14.0,1.0,0.1,39,24.5,95,752,0.0
2023-10-02 08:00:00,4,12,1.0,0.97,22.0,1.0,0.1,288,25.4,93,752,0.0
2023-10-02 09:00:00,5,16,2.0,0.75,21.0,1.0,0.1,350,26.2,90,752,0.0
2023-10-02 10:00:00,6,19,5.0,0.4,13.0,1.0,0.3,347,26.8,88,752,0.0
2023-10-02 11:00:00,8,20,10.0,0.32,13.0,1.0,0.3,329,28.4,80,751,0.0
2023-10-02 12:00:00,9,25,17.0,0.26,12.0,1.0,0.5,271,29.2,76,750,0.0
2023-10-02 13:00:00,12,26,25.0,0.25,9.0,1.0,0.6,296,30.0,73,749,0.0
2023-10-02 14:00:00,13,28,22.0,0.25,7.0,1.0,1.2,291,31.0,68,749,0.0
2023-10-02 15:00:00,10,30,22.0,0.2773788546255507,8.0,1.067401166558652,1.0,272,31.1,68,748,0.0
2023-10-02 16:00:00,10,29,20.0,0.39,7.410755148741419,1.0,0.9,261,30.7,72,748,0.0
2023-10-02 17:00:00,8,33,10.98954895489549,0.35,15.0,1.0,1.5,190,29.2,81,749,0.0
2023-10-02 18:00:00,6,28,20.0,0.4,17.0,1.0,0.9,192,28.4,86,750,0.0
2023-10-02 19:00:00,7,22,13.0,0.48,20.0,1.0,0.4,180,28.3,87,751,0.0
2023-10-02 20:00:00,6,33,10.0,0.46,17.0,1.0,0.4,170,28.0,88,751,0.0
2023-10-02 21:00:00,8,29,10.0,0.43,14.0,1.0,0.5,163,27.9,88,751,0.0
2023-10-02 22:00:00,12,26,8.0,0.45,12.0,1.0,0.3,187,27.5,90,751,0.0
2023-10-02 23:00:00,13,33,6.0,0.39,11.0,1.0,0.3,201,27.5,91,751,0.0
2023-10-03 00:00:00,11,26,5.0,0.37,10.0,1.0,0.2,200,27.5,90,751,0.0
2023-10-03 01:00:00,11,22,5.0,0.31,7.410755148741419,1.067401166558652,0.1,13,27.4,91,750,0.0
2023-10-03 02:00:00,9,29,5.0,0.22,5.0,1.067401166558652,0.3,354,26.8,95,750,9.8
2023-10-03 03:00:00,11,24,16.0,0.13,2.0,1.067401166558652,1.1,93,24.6,98,751,60.2
2023-10-03 04:00:00,10,18,16.0,0.16,3.0,1.067401166558652,0.4,96,24.3,99,751,2.2
2023-10-03 05:00:00,7,14,13.0,0.18,5.0,1.067401166558652,0.7,169,24.4,99,751,0.0
2023-10-03 06:00:00,6,12,9.0,0.29,11.0,1.067401166558652,0.2,11,24.3,99,751,0.0
2023-10-03 07:00:00,7,15,8.0,0.41,14.0,1.067401166558652,0.3,107,24.9,99,751,0.0
2023-10-03 08:00:00,6,13,6.0,0.52,17.0,1.0,0.7,204,26.1,93,752,0.0
2023-10-03 09:00:00,5,17,11.0,0.28,9.0,1.0,1.1,196,27.0,89,752,0.0
2023-10-03 10:00:00,9,23,14.0,0.3,10.0,1.0,1.0,191,27.9,84,752,0.0
2023-10-03 11:00:00,8,18,19.0,0.25,7.0,1.0,0.9,180,28.8,79,751,0.0
2023-10-03 12:00:00,10,15,22.0,0.25,8.0,1.0,0.8,218,29.5,79,750,0.0
2023-10-03 13:00:00,8,13,17.0,0.21,7.0,1.0,1.4,235,28.9,81,749,0.0
2023-10-03 14:00:00,7,12,18.0,0.2773788546255507,4.0,1.067401166558652,1.8,260,28.3,82,749,0.0
2023-10-03 15:00:00,5,17,16.0,0.23,7.410755148741419,1.0,0.8,264,27.8,84,749,0.0
2023-10-03 16:00:00,4,15,10.98954895489549,0.36,16.0,1.0,0.7,133,26.0,92,749,0.0
2023-10-03 17:00:00,4,13,5.0,0.61,22.0,1.0,0.5,195,25.6,95,750,0.2
2023-10-03 18:00:00,4,12,9.0,0.31,13.0,1.067401166558652,0.5,103,25.4,95,750,0.0
2023-10-03 19:00:00,3,12,6.0,0.3,15.0,1.067401166558652,0.4,39,24.9,95,751,0.0
2023-10-03 20:00:00,4,11,3.0,0.48,20.0,1.067401166558652,0.1,15,25.0,96,752,0.0
2023-10-03 21:00:00,4,10,3.0,0.38,16.0,1.067401166558652,0.4,303,25.2,95,752,0.0
2023-10-03 22:00:00,4,16,6.0,0.33,11.0,1.067401166558652,0.1,236,25.2,95,752,0.0
2023-10-03 23:00:00,5,14,9.0,0.25,7.0,1.067401166558652,0.3,232,25.2,93,752,0.0
2023-10-04 00:00:00,5,13,7.0,0.29,9.0,1.067401166558652,0.5,217,25.1,93,751,0.0
2023-10-04 01:00:00,6,17,5.0,0.19,7.410755148741419,1.067401166558652,0.1,335,25.0,95,750,0.0
2023-10-04 02:00:00,6,16,5.0,0.17,6.0,1.067401166558652,0.2,21,24.9,95,750,0.0
2023-10-04 03:00:00,5,14,6.0,0.15,5.0,1.067401166558652,0.1,347,24.9,94,750,0.0
2023-10-04 04:00:00,6,15,6.0,0.16,4.0,1.067401166558652,0.2,263,24.9,95,750,0.0
2023-10-04 05:00:00,6,15,5.0,0.24,8.0,1.067401166558652,0.2,56,25.1,94,750,0.0
2023-10-04 06:00:00,5,14,3.0,0.32,9.0,1.067401166558652,0.1,283,25.3,94,751,0.0
2023-10-04 07:00:00,5,19,6.0,0.28,8.0,1.067401166558652,0.2,120,25.8,91,751,0.0
2023-10-04 08:00:00,5,18,12.0,0.31,9.0,1.067401166558652,0.5,9,27.8,81,751,0.0
2023-10-04 09:00:00,6,23,17.0,0.28,8.0,1.067401166558652,0.8,148,29.0,76,751,0.0
2023-10-04 10:00:00,6,25,18.0,0.26,9.0,1.0,0.7,246,29.8,73,750,0.0
2023-10-04 11:00:00,5,22,19.0,0.24,7.0,1.0,1.0,254,29.5,75,750,0.0
2023-10-04 12:00:00,5,22,15.0,0.23,9.0,1.0,1.6,177,27.1,88,750,7.8
2023-10-04 13:00:00,4,17,17.0,0.2773788546255507,11.0,1.067401166558652,0.5,232,26.6,98,749,1.4
2023-10-04 14:00:00,9,29,20.0,0.25,7.410755148741419,1.0,0.7,241,29.7,77,748,0.0
2023-10-04 15:00:00,8,23,10.98954895489549,0.28,8.0,1.0,1.3,206,30.1,75,748,0.0
2023-10-04 16:00:00,6,18,22.0,0.32,11.0,1.0,1.3,198,29.0,78,748,0.0
2023-10-04 17:00:00,5,15,19.0,0.42,18.0,1.0,1.2,190,28.5,80,748,0.0
2023-10-04 18:00:00,5,14,18.0,0.49,22.0,1.0,0.8,191,28.0,83,749,0.0
2023-10-04 19:00:00,2,12,18.0,0.39,15.0,1.0,0.3,151,27.8,86,750,0.0
2023-10-04 20:00:00,4,18,22.0,0.24,8.0,1.0,0.8,100,26.7,93,750,9.0
2023-10-04 21:00:00,6,20,19.0,0.26,10.0,1.0,0.5,324,25.4,98,751,43.8
2023-10-04 22:00:00,10,24,17.0,0.25,10.0,1.0,0.6,74,25.4,99,751,0.2
2023-10-04 23:00:00,9,19,17.0,0.23,9.0,1.0,0.3,330,25.5,99,751,3.8
2023-10-05 00:00:00,8,16,16.0,0.23,9.0,1.0,0.4,342,25.6,99,750,2.2
2023-10-05 01:00:00,7,14,16.0,0.18,7.410755148741419,1.067401166558652,0.3,67,25.5,99,750,0.0
2023-10-05 02:00:00,5,12,14.0,0.19,6.0,1.067401166558652,0.3,34,25.5,99,749,0.0
2023-10-05 03:00:00,6,15,11.0,0.21,7.0,1.067401166558652,0.1,303,25.7,99,749,0.0
2023-10-05 04:00:00,6,13,11.0,0.19,5.0,1.067401166558652,0.3,23,25.6,98,749,0.0
2023-10-05 05:00:00,11,17,11.0,0.21,5.0,1.067401166558652,0.3,79,25.6,97,749,0.0
2023-10-05 06:00:00,8,17,6.0,0.37,11.0,1.067401166558652,0.3,18,25.8,96,749,0.0
2023-10-05 07:00:00,11,20,5.0,0.57,15.0,1.067401166558652,0.2,349,26.7,93,750,0.0
2023-10-05 08:00:00,11,26,10.0,0.43,13.0,1.067401166558652,0.5,270,28.3,85,750,0.0
2023-10-05 09:00:00,12,20,13.0,0.26,10.0,1.067401166558652,0.6,217,27.7,87,750,3.4
2023-10-05 10:00:00,13,20,12.0,0.22,7.0,1.067401166558652,0.8,265,26.9,91,750,0.2
2023-10-05 11:00:00,10,19,11.0,0.27,11.0,1.067401166558652,0.7,320,27.2,90,750,0.0
2023-10-05 12:00:00,7,21,14.0,0.2773788546255507,10.0,1.067401166558652,0.7,174,28.3,85,749,0.0
2023-10-05 13:00:00,9,18,17.0,0.24,7.410755148741419,1.067401166558652,1.3,167,29.1,80,748,0.0
2023-10-05 14:00:00,11,20,10.98954895489549,0.27,11.0,1.067401166558652,1.6,183,29.3,78,748,0.0
2023-10-05 15:00:00,9,18,14.0,0.29,11.0,1.067401166558652,1.5,183,29.4,78,748,0.0
2023-10-05 16:00:00,7,17,12.0,0.4,15.0,1.067401166558652,1.3,186,29.1,80,747,0.0
2023-10-05 17:00:00,6,14,10.0,0.48,17.0,1.067401166558652,1.4,184,28.5,83,748,0.0
2023-10-05 18:00:00,7,20,7.0,0.47,16.0,1.067401166558652,0.7,171,28.0,86,748,0.0
2023-10-05 19:00:00,7,20,5.0,0.42,13.0,1.067401166558652,0.6,155,27.6,88,749,0.0
2023-10-05 20:00:00,6,17,5.0,0.37,12.0,1.067401166558652,0.5,152,27.4,90,750,0.0
2023-10-05 21:00:00,4,19,5.0,0.29,8.0,1.067401166558652,0.7,138,27.0,91,750,0.0
2023-10-05 22:00:00,4,21,7.0,0.23,7.0,1.067401166558652,0.5,151,26.6,91,750,0.0
2023-10-05 23:00:00,4,16,5.0,0.3,8.0,1.067401166558652,0.4,164,26.5,92,750,0.0
2023-10-06 00:00:00,4,16,5.0,0.26,6.0,1.067401166558652,0.2,148,26.5,93,750,0.0
2023-10-06 01:00:00,3,15,2.0,0.38,7.410755148741419,1.067401166558652,0.0,334,25.9,95,749,0.0
2023-10-06 02:00:00,4,22,1.0,0.32,6.0,1.067401166558652,0.1,353,25.8,96,749,0.0
2023-10-06 03:00:00,7,25,5.0,0.19,4.0,1.067401166558652,0.7,226,25.9,96,749,5.6
2023-10-06 04:00:00,6,22,9.0,0.14,2.0,1.067401166558652,0.8,138,25.5,98,749,13.8
2023-10-06 05:00:00,6,19,5.0,0.21,7.0,1.067401166558652,0.1,56,25.6,99,749,0.0
2023-10-06 06:00:00,5,15,2.0,0.48,10.0,1.0,0.1,5,25.7,99,750,0.0
2023-10-06 07:00:00,6,16,2.0,0.61,13.0,1.0,0.3,3,26.3,99,750,1.0
2023-10-06 08:00:00,12,20,4.0,0.53,12.0,1.0,1.1,189,27.1,99,751,0.2
2023-10-06 09:00:00,10,19,7.0,0.28,7.0,1.0,2.0,185,29.4,84,751,0.0
2023-10-06 10:00:00,12,19,10.0,0.23,6.0,1.067401166558652,2.7,191,30.4,75,750,0.0
2023-10-06 11:00:00,13,21,11.0,0.2773788546255507,5.0,1.067401166558652,1.9,217,28.3,87,750,2.2
