DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,WD,TEMP,RH,BP,RAIN
2023-09-14 11:00:00,17,24,14.0,0.28,7.410755148741419,1.0,1.7,196,30.4,71,750,0.0
2023-09-14 12:00:00,14,22,10.98954895489549,0.28,7.0,1.0,2.5,185,30.3,70,749,0.0
2023-09-14 13:00:00,11,21,17.0,0.27,6.0,1.0,2.4,189,30.5,70,749,0.0
2023-09-14 14:00:00,9,19,14.0,0.26,7.0,1.0,2.4,192,30.6,68,748,0.0
2023-09-14 15:00:00,7,17,13.0,0.28,6.0,1.0,2.3,191,30.9,65,748,0.0
2023-09-14 16:00:00,6,16,12.0,0.32,7.0,1.0,2.9,189,29.7,71,748,0.0
2023-09-14 17:00:00,5,15,12.0,0.37,10.0,1.0,3.2,187,28.8,79,748,0.0
2023-09-14 18:00:00,7,18,12.0,0.31,9.0,1.0,2.4,184,27.4,84,749,0.0
2023-09-14 19:00:00,7,20,10.0,0.27,7.0,1.0,1.2,187,26.2,92,749,0.4
2023-09-14 20:00:00,6,20,9.0,0.25,7.0,1.0,0.4,201,26.6,91,750,1.4
2023-09-14 21:00:00,6,18,7.0,0.32,8.0,1.0,0.6,225,26.1,93,750,9.0
2023-09-14 22:00:00,5,14,13.0,0.18,4.0,1.0,0.6,255,23.9,98,751,5.0
2023-09-14 23:00:00,4,12,12.0,0.2,5.0,1.0,0.3,86,23.8,98,751,1.8
2023-09-15 00:00:00,3,11,12.0,0.2,4.0,1.0,0.5,53,24.0,96,750,0.0
2023-09-15 01:00:00,4,12,6.0,0.22,7.410755148741419,1.067401166558652,0.0,347,24.2,95,750,0.0
2023-09-15 02:00:00,4,12,5.0,0.21,7.0,1.0,0.3,167,24.5,95,749,0.0
2023-09-15 03:00:00,3,11,9.0,0.14,2.0,1.0,1.1,166,24.7,96,749,0.0
2023-09-15 04:00:00,3,11,10.0,0.14,3.0,1.0,0.9,167,24.9,95,748,0.0
2023-09-15 05:00:00,4,13,11.0,0.16,3.0,1.0,0.5,153,25.2,94,749,0.0
2023-09-15 06:00:00,4,13,6.0,0.28,10.0,1.0,0.3,333,25.1,97,749,0.6
2023-09-15 07:00:00,4,14,4.0,0.37,13.0,1.0,0.1,180,25.5,97,749,2.4
2023-09-15 08:00:00,5,15,7.0,0.35,12.0,1.0,0.6,110,26.9,91,750,0.0
2023-09-15 09:00:00,5,14,8.0,0.2773788546255507,12.0,1.067401166558652,0.3,198,27.8,88,750,0.8
2023-09-15 10:00:00,4,16,11.0,0.23,7.410755148741419,1.0,1.3,222,28.4,85,750,0.8
2023-09-15 11:00:00,5,17,10.98954895489549,0.24,9.0,1.0,1.0,219,26.5,96,750,5.4
2023-09-15 12:00:00,4,16,8.0,0.26,11.0,1.0,1.7,190,27.4,87,749,0.2
2023-09-15 13:00:00,3,19,8.0,0.25,11.0,1.0,1.9,189,27.5,85,749,0.0
2023-09-15 14:00:00,4,18,8.0,0.26,11.0,1.0,1.8,190,27.2,87,748,1.0
2023-09-15 15:00:00,5,15,9.0,0.22,8.0,1.0,1.9,190,27.9,84,748,0.0
2023-09-15 16:00:00,4,13,9.0,0.28,9.0,1.0,1.9,193,28.0,82,748,0.0
2023-09-15 17:00:00,5,18,10.0,0.26,9.0,1.0,1.5,194,27.9,83,748,0.2
2023-09-15 18:00:00,6,22,10.0,0.24,9.0,1.0,1.1,194,27.6,84,748,0.0
2023-09-15 19:00:00,7,19,10.0,0.22,8.0,1.0,1.7,187,27.7,82,749,0.0
2023-09-15 20:00:00,7,19,10.0,0.24,8.0,1.0,1.6,187,27.5,84,749,0.0
2023-09-15 21:00:00,6,18,10.0,0.2,6.0,1.0,1.5,186,27.3,85,750,0.0
2023-09-15 22:00:00,5,19,10.0,0.18,6.0,1.0,1.3,187,27.2,85,750,0.0
2023-09-15 23:00:00,5,19,10.0,0.22,6.0,1.0,1.3,187,27.2,85,750,0.0
2023-09-16 00:00:00,6,21,10.0,0.22,6.0,1.0,1.2,189,27.1,86,749,0.0
2023-09-16 01:00:00,7,22,9.0,0.19,7.410755148741419,1.067401166558652,1.0,184,26.7,89,749,0.2
2023-09-16 02:00:00,6,19,7.0,0.22,8.0,1.0,0.5,162,26.7,88,748,0.0
2023-09-16 03:00:00,5,16,9.0,0.17,5.0,1.0,0.4,175,26.4,91,748,0.0
2023-09-16 04:00:00,5,16,11.0,0.17,6.0,1.0,1.1,182,26.4,89,748,0.0
2023-09-16 05:00:00,7,18,10.0,0.22,6.0,1.0,0.4,176,26.4,90,748,0.0
2023-09-16 06:00:00,5,18,3.0,0.48,12.0,1.0,0.1,15,26.1,93,749,0.0
2023-09-16 07:00:00,5,18,8.0,0.31,6.0,1.0,0.3,128,27.1,87,749,0.0
2023-09-16 08:00:00,6,19,11.0,0.2773788546255507,7.0,1.067401166558652,0.3,157,28.9,79,749,0.0
2023-09-16 09:00:00,7,18,16.0,0.2,7.410755148741419,1.0,1.0,208,30.1,72,749,0.0
2023-09-16 10:00:00,8,18,10.98954895489549,0.2,4.0,1.0,1.6,201,31.0,67,749,0.0
2023-09-16 11:00:00,7,16,19.0,0.2,4.0,1.0,2.6,189,30.5,69,749,0.0
2023-09-16 12:00:00,8,17,16.0,0.22,5.0,1.0,2.7,189,30.8,67,748,0.0
2023-09-16 13:00:00,9,19,15.0,0.21,5.0,1.0,2.7,188,30.5,68,748,0.0
2023-09-16 14:00:00,7,21,18.0,0.2,4.0,1.0,2.9,189,31.0,66,747,0.0
2023-09-16 15:00:00,5,19,16.0,0.22,7.0,1.0,2.1,194,30.0,70,747,0.0
2023-09-16 16:00:00,8,22,16.0,0.23,7.0,1.0,1.7,197,29.8,72,747,0.0
2023-09-16 17:00:00,9,22,13.0,0.27,8.0,1.0,1.9,183,29.1,76,747,0.0
2023-09-16 18:00:00,7,17,10.0,0.35,12.0,1.0,0.9,172,28.0,83,748,0.0
2023-09-16 19:00:00,6,14,7.0,0.46,16.0,1.0,1.1,187,28.3,80,749,0.0
2023-09-16 20:00:00,5,17,10.0,0.31,12.0,1.0,1.1,189,27.7,85,750,0.0
2023-09-16 21:00:00,4,25,9.0,0.37,11.0,1.0,0.9,193,27.3,89,750,0.0
2023-09-16 22:00:00,3,25,12.0,0.25,7.0,1.0,1.1,191,27.5,87,750,0.0
2023-09-16 23:00:00,4,20,14.0,0.23,6.0,1.0,1.3,188,27.6,86,750,0.0
2023-09-17 00:00:00,4,20,14.0,0.21,5.0,1.0,1.3,191,27.6,86,749,0.4
2023-09-17 01:00:00,4,20,14.0,0.18,7.410755148741419,1.067401166558652,1.4,187,27.2,88,749,0.0
2023-09-17 02:00:00,4,17,11.0,0.24,6.0,1.0,1.2,188,27.3,86,749,0.0
2023-09-17 03:00:00,4,17,10.0,0.2,5.0,1.0,0.6,187,27.1,87,748,0.0
2023-09-17 04:00:00,5,21,8.0,0.23,5.0,1.0,0.1,198,26.7,90,748,0.0
2023-09-17 05:00:00,4,19,9.0,0.2,4.0,1.0,0.8,189,26.7,89,748,0.0
2023-09-17 06:00:00,3,17,13.0,0.2,5.0,1.0,1.2,188,27.0,85,749,0.0
2023-09-17 07:00:00,4,15,11.0,0.2773788546255507,7.0,1.067401166558652,1.1,189,27.7,82,749,0.0
2023-09-17 08:00:00,4,18,14.0,0.23,7.410755148741419,1.0,1.8,191,29.1,77,750,0.0
2023-09-17 09:00:00,5,18,10.98954895489549,0.2,3.0,1.0,2.3,195,29.6,73,750,0.0
2023-09-17 10:00:00,7,16,14.0,0.22,3.0,1.0,2.3,196,30.8,68,749,0.0
2023-09-17 11:00:00,6,15,14.0,0.23,3.0,1.0,2.5,197,31.3,66,749,0.0
2023-09-17 12:00:00,5,13,15.0,0.23,3.0,1.0,2.6,193,31.1,66,748,0.0
2023-09-17 13:00:00,4,13,15.0,0.21,3.0,1.0,2.7,192,30.8,67,748,0.0
2023-09-17 14:00:00,4,12,14.0,0.22,3.0,1.0,3.0,190,30.8,68,747,0.0
2023-09-17 15:00:00,5,14,13.0,0.25,4.0,1.0,2.5,190,30.1,71,747,0.0
2023-09-17 16:00:00,6,16,12.0,0.27,7.0,1.0,2.4,189,28.0,83,747,5.6
2023-09-17 17:00:00,5,14,11.0,0.29,7.0,1.0,1.0,146,26.1,96,748,0.2
2023-09-17 18:00:00,3,12,10.0,0.31,9.0,1.0,0.8,152,26.5,92,749,0.2
2023-09-17 19:00:00,4,15,8.0,0.34,10.0,1.0,0.8,155,26.6,93,749,9.0
2023-09-17 20:00:00,5,16,11.0,0.24,6.0,1.0,1.1,143,25.8,98,750,0.2
2023-09-17 21:00:00,3,14,12.0,0.21,5.0,1.0,0.7,126,26.1,95,750,0.0
2023-09-17 22:00:00,3,12,7.0,0.3,8.0,1.0,0.1,359,26.2,95,750,0.0
2023-09-17 23:00:00,3,12,6.0,0.31,7.0,1.0,0.1,350,26.1,96,750,0.4
2023-09-18 00:00:00,4,13,5.0,0.29,6.0,1.0,0.1,11,26.1,96,750,0.0
2023-09-18 01:00:00,4,15,6.0,0.19,7.410755148741419,1.067401166558652,0.1,359,26.1,96,750,0.0
2023-09-18 02:00:00,5,16,6.0,0.18,4.0,1.0,0.1,349,25.9,96,750,0.0
2023-09-18 03:00:00,4,15,6.0,0.15,3.0,1.0,0.4,286,25.9,96,749,0.2
2023-09-18 04:00:00,4,14,9.0,0.15,3.0,1.0,1.0,119,25.7,97,749,6.0
2023-09-18 05:00:00,3,13,10.0,0.15,4.0,1.0,0.4,319,25.5,98,750,3.0
2023-09-18 06:00:00,4,15,11.0,0.2773788546255507,7.0,1.067401166558652,0.5,359,23.9,98,750,10.0
2023-09-18 07:00:00,5,15,5.0,0.42,7.410755148741419,1.0,0.5,54,23.9,98,751,5.6
2023-09-18 08:00:00,4,12,10.98954895489549,0.56,22.0,1.0,0.3,358,24.3,98,752,2.0
2023-09-18 09:00:00,4,13,5.0,0.27,13.0,1.0,0.2,50,24.9,98,752,1.4
2023-09-18 10:00:00,3,12,7.0,0.29,12.0,1.0,0.3,358,26.0,97,752,0.2
2023-09-18 11:00:00,4,13,12.0,0.23,8.0,1.0,0.4,83,27.4,87,751,0.0
2023-09-18 12:00:00,5,13,13.0,0.22,8.0,1.0,1.1,168,28.2,83,751,0.0
2023-09-18 13:00:00,5,15,13.0,0.28,11.0,1.0,1.4,179,28.3,84,750,0.4
2023-09-18 14:00:00,7,17,13.0,0.24,8.0,1.0,1.6,176,29.3,80,749,0.0
2023-09-18 15:00:00,8,15,11.0,0.26,9.0,1.0,1.5,187,29.3,76,749,0.0
2023-09-18 16:00:00,7,20,8.0,0.43,13.0,1.0,1.1,197,28.5,79,749,0.0
2023-09-18 17:00:00,6,24,8.0,0.35,12.0,1.0,0.8,173,28.1,82,749,0.0
2023-09-18 18:00:00,5,22,3.0,0.6,18.0,1.0,0.6,183,27.6,85,750,0.0
2023-09-18 19:00:00,4,19,3.0,0.48,14.0,1.0,0.4,150,27.1,88,750,0.0
2023-09-18 20:00:00,4,24,1.0,0.6,15.0,1.0,0.1,325,26.4,92,751,0.0
2023-09-18 21:00:00,5,25,1.0,0.43,10.0,1.0,0.1,53,26.3,90,752,0.0
2023-09-18 22:00:00,5,26,1.0,0.39,9.0,1.067401166558652,0.1,340,25.9,91,752,0.0
2023-09-18 23:00:00,6,30,1.0,0.34,8.0,1.067401166558652,0.1,359,26.0,93,752,0.0
2023-09-19 00:00:00,9,29,2.0,0.26,6.0,1.067401166558652,0.1,26,25.8,94,751,0.0
2023-09-19 01:00:00,12,28,2.0,0.21,7.410755148741419,1.067401166558652,0.2,16,25.7,94,751,0.0
2023-09-19 02:00:00,11,30,2.0,0.24,4.0,1.0,0.1,358,25.6,95,751,0.0
2023-09-19 03:00:00,11,28,1.0,0.26,4.0,1.0,0.1,350,25.5,96,751,0.0
2023-09-19 04:00:00,10,27,1.0,0.24,3.0,1.0,0.2,29,25.2,97,751,0.0
2023-09-19 05:00:00,9,29,1.0,0.2773788546255507,4.0,1.067401166558652,0.1,13,25.0,97,751,0.0
2023-09-19 06:00:00,8,30,1.0,0.44,7.410755148741419,1.0,0.1,357,25.2,96,751,0.0
2023-09-19 07:00:00,14,32,10.98954895489549,0.46,6.0,1.0,0.2,352,26.3,90,751,0.0
2023-09-19 08:00:00,22,32,8.0,0.3,6.0,1.0,0.4,22,30.1,74,751,0.0
2023-09-19 09:00:00,21,33,17.0,0.21,4.0,1.0,0.4,26,31.2,69,751,0.0
2023-09-19 10:00:00,16,31,20.0,0.22,6.0,1.0,0.7,360,32.3,62,751,0.0
2023-09-19 11:00:00,12,23,20.0,0.25,8.0,1.0,0.8,349,32.8,60,751,0.0
2023-09-19 12:00:00,9,18,21.0,0.25,8.0,2.0,0.5,319,33.5,57,750,0.0
2023-09-19 13:00:00,7,17,21.0,0.25,6.0,2.0,1.2,176,33.3,62,749,0.0
2023-09-19 14:00:00,6,21,23.0,0.27,7.0,2.0,1.5,205,33.3,65,749,0.0
2023-09-19 15:00:00,8,25,29.0,0.28,7.0,2.0,1.6,203,33.3,66,748,0.0
2023-09-19 16:00:00,8,23,28.0,0.36,13.0,2.0,2.2,189,31.8,71,748,0.4
2023-09-19 17:00:00,6,21,42.0,0.33,12.0,2.0,1.8,173,27.0,95,749,17.4
2023-09-19 18:00:00,5,22,19.0,0.46,19.0,2.0,0.7,167,26.5,98,749,0.0
2023-09-19 19:00:00,4,24,13.0,0.46,17.0,2.0,0.2,193,26.9,98,750,0.0
2023-09-19 20:00:00,3,22,12.0,0.47,19.0,2.0,0.3,129,27.6,93,751,2.4
2023-09-19 21:00:00,6,21,15.0,0.44,15.0,2.0,0.2,210,27.3,94,751,1.0
2023-09-19 22:00:00,8,23,16.0,0.36,11.0,2.0,0.3,333,27.2,94,752,0.0
2023-09-19 23:00:00,7,21,13.0,0.26,8.0,1.0,0.2,336,26.1,88,752,0.0
2023-09-20 00:00:00,5,16,8.0,0.28,8.0,1.0,0.1,17,25.5,91,751,0.0
2023-09-20 01:00:00,6,17,7.0,0.24,7.410755148741419,1.067401166558652,0.1,335,25.1,91,751,0.0
2023-09-20 02:00:00,7,19,8.0,0.19,5.0,1.0,0.2,345,24.7,92,750,0.0
2023-09-20 03:00:00,4,18,9.0,0.2,3.0,1.0,0.2,334,24.8,92,750,0.0
2023-09-20 04:00:00,6,19,8.0,0.2773788546255507,4.0,1.067401166558652,0.4,339,25.1,93,750,0.0
2023-09-20 05:00:00,4,18,4.0,0.26,7.410755148741419,1.0,0.2,25,25.2,94,751,0.0
2023-09-20 06:00:00,4,21,10.98954895489549,0.34,8.0,1.0,0.1,354,25.4,93,751,0.0
2023-09-20 07:00:00,5,23,7.0,0.39,8.0,1.0,0.5,315,27.9,84,751,0.0
2023-09-20 08:00:00,8,30,15.0,0.32,8.0,1.0,0.4,346,30.2,76,750,0.0
2023-09-20 09:00:00,12,30,22.0,0.27,6.0,1.0,0.5,25,31.6,69,750,0.0
2023-09-20 10:00:00,12,28,24.0,0.26,5.0,1.0,0.7,27,32.5,65,750,0.0
2023-09-20 11:00:00,10,27,22.0,0.26,4.0,1.0,0.8,38,33.3,62,749,0.0
2023-09-20 12:00:00,8,22,20.0,0.26,4.0,1.0,1.5,93,32.6,63,749,0.0
2023-09-20 13:00:00,6,22,20.0,0.23,2.0,1.0,1.2,72,33.2,59,748,0.0
2023-09-20 14:00:00,7,21,21.0,0.27,5.0,2.0,1.1,339,34.2,57,748,0.0
2023-09-20 15:00:00,7,16,24.0,0.28,6.0,2.0,1.4,225,30.9,73,748,2.0
2023-09-20 16:00:00,5,13,12.0,0.44,17.0,2.0,1.2,163,26.5,82,748,0.2
2023-09-20 17:00:00,4,15,7.0,0.59,23.0,1.0,0.3,300,26.7,81,749,0.0
2023-09-20 18:00:00,4,17,2.0,0.54,23.0,1.0,0.3,23,26.5,85,749,0.0
2023-09-20 19:00:00,3,20,2.0,0.49,18.0,1.0,0.3,351,26.4,89,750,0.0
2023-09-20 20:00:00,3,22,4.0,0.39,12.0,1.0,0.2,330,26.2,89,750,0.0
2023-09-20 21:00:00,4,25,3.0,0.39,13.0,1.0,0.1,3,26.1,90,751,0.0
2023-09-20 22:00:00,4,27,3.0,0.34,9.0,1.0,0.3,2,25.9,92,751,0.0
2023-09-20 23:00:00,6,27,4.0,0.31,6.0,1.0,0.2,40,25.6,94,751,0.0
2023-09-21 00:00:00,7,24,4.0,0.32,6.0,1.0,0.2,15,25.6,93,751,0.0
2023-09-21 01:00:00,7,23,4.0,0.24,7.410755148741419,1.067401166558652,0.1,10,25.5,93,750,0.0
2023-09-21 02:00:00,11,26,2.0,0.26,5.0,1.0,0.1,344,25.4,94,750,0.0
2023-09-21 03:00:00,15,24,2.0,0.2773788546255507,4.0,1.067401166558652,0.5,306,25.5,94,750,0.0
2023-09-21 04:00:00,15,23,3.0,0.23,7.410755148741419,1.067401166558652,0.7,27,25.5,93,750,0.0
2023-09-21 05:00:00,12,22,10.98954895489549,0.29,6.0,1.0,0.2,13,25.3,94,750,0.0
2023-09-21 06:00:00,9,21,2.0,0.33,5.0,1.0,0.2,24,25.3,94,750,0.0
2023-09-21 07:00:00,9,25,5.0,0.33,7.0,1.0,0.2,28,27.3,85,750,0.0
2023-09-21 08:00:00,15,30,12.0,0.29,7.0,1.0,0.6,13,28.9,78,750,0.0
2023-09-21 09:00:00,16,34,20.0,0.28,7.0,1.0,0.6,357,30.3,73,750,0.0
2023-09-21 10:00:00,18,29,29.0,0.26,8.0,1.0,0.5,336,32.5,61,750,0.0
2023-09-21 11:00:00,19,28,32.0,0.25,10.0,1.0,0.8,341,33.6,57,749,0.0
2023-09-21 12:00:00,15,25,23.0,0.24,8.0,1.0,1.1,344,32.8,56,749,0.0
2023-09-21 13:00:00,11,20,16.0,0.22,6.0,1.0,1.0,56,28.6,73,749,0.2
2023-09-21 14:00:00,8,15,14.0,0.27,9.0,1.0,1.5,165,26.1,88,749,0.8
2023-09-21 15:00:00,6,13,14.0,0.26,9.0,1.0,1.6,154,25.1,94,749,1.0
2023-09-21 16:00:00,5,14,10.0,0.32,12.0,1.0,0.7,38,25.6,91,749,0.0
2023-09-21 17:00:00,5,13,8.0,0.34,12.0,1.0,0.6,28,25.2,92,750,0.4
2023-09-21 18:00:00,9,17,6.0,0.34,15.0,1.0,0.4,12,24.9,93,750,0.2
2023-09-21 19:00:00,9,17,8.0,0.34,12.0,1.0,0.4,2,25.0,93,750,0.0
2023-09-21 20:00:00,7,15,6.0,0.35,12.0,1.0,0.2,349,24.9,94,751,0.0
2023-09-21 21:00:00,7,14,7.0,0.26,7.0,1.0,0.1,27,24.7,94,751,0.0
2023-09-21 22:00:00,6,16,5.0,0.33,9.0,1.0,0.2,341,24.9,95,751,0.0
2023-09-21 23:00:00,5,22,5.0,0.28,6.0,1.0,0.0,279,24.8,95,751,0.0
2023-09-22 00:00:00,6,26,4.0,0.28,6.0,1.0,0.3,243,24.9,95,751,0.0
2023-09-22 01:00:00,8,24,6.0,0.19,7.410755148741419,1.067401166558652,0.1,286,24.6,94,750,0.0
2023-09-22 02:00:00,7,21,5.0,0.2773788546255507,4.0,1.067401166558652,0.5,209,24.4,95,750,0.0
2023-09-22 03:00:00,7,25,7.0,0.17,7.410755148741419,1.067401166558652,0.6,138,24.5,94,750,0.0
2023-09-22 04:00:00,11,24,10.98954895489549,0.27,7.0,1.067401166558652,0.0,350,24.5,94,750,0.0
2023-09-22 05:00:00,11,22,3.0,0.21,6.0,1.067401166558652,0.1,359,24.1,96,750,0.0
2023-09-22 06:00:00,9,24,5.0,0.24,4.0,1.067401166558652,0.1,0,24.2,96,750,0.0
2023-09-22 07:00:00,10,22,5.0,0.4,8.0,1.067401166558652,0.4,345,25.7,89,750,0.0
2023-09-22 08:00:00,15,24,9.0,0.33,8.0,1.0,0.5,18,27.8,80,750,0.0
2023-09-22 09:00:00,17,29,16.0,0.22,6.0,1.0,0.6,8,29.3,72,750,0.0
2023-09-22 10:00:00,18,27,21.0,0.22,5.0,1.0,0.8,24,30.7,65,750,0.0
2023-09-22 11:00:00,17,23,20.0,0.24,5.0,1.0,0.8,21,31.5,62,749,0.0
2023-09-22 12:00:00,13,19,19.0,0.23,4.0,1.0,0.9,36,32.5,59,748,0.0
2023-09-22 13:00:00,10,18,21.0,0.25,6.0,1.0,1.2,217,32.4,63,748,0.0
2023-09-22 14:00:00,8,18,23.0,0.26,7.0,1.0,1.7,194,31.5,66,748,0.0
2023-09-22 15:00:00,6,19,23.0,0.28,8.0,1.0,1.1,180,31.0,68,747,0.0
2023-09-22 16:00:00,5,23,21.0,0.38,10.0,1.0,1.2,162,30.1,70,747,0.0
2023-09-22 17:00:00,5,22,16.0,0.34,12.0,1.0,1.7,172,29.1,75,748,0.0
2023-09-22 18:00:00,4,20,10.0,0.35,12.0,1.0,1.3,173,28.3,78,748,0.0
2023-09-22 19:00:00,4,19,11.0,0.32,11.0,1.0,1.2,164,28.0,80,749,0.0
2023-09-22 20:00:00,4,19,9.0,0.3,9.0,1.0,0.4,75,27.6,83,750,0.6
2023-09-22 21:00:00,3,21,9.0,0.27,9.0,1.0,0.4,4,26.3,92,751,1.2
2023-09-22 22:00:00,3,19,12.0,0.21,6.0,1.0,0.2,13,25.6,93,751,2.6
2023-09-22 23:00:00,3,16,12.0,0.18,5.0,1.0,0.1,26,24.8,94,751,1.2
2023-09-23 00:00:00,4,15,10.0,0.21,5.0,1.0,0.1,29,25.0,95,750,0.0
2023-09-23 01:00:00,4,18,10.0,0.2773788546255507,7.410755148741419,1.067401166558652,0.2,36,25.0,95,750,0.0
2023-09-23 02:00:00,5,18,7.0,0.25,7.410755148741419,1.0,0.1,347,25.0,96,749,0.0
2023-09-23 03:00:00,6,17,10.98954895489549,0.2,3.0,1.0,0.1,2,24.9,97,749,0.0
2023-09-23 04:00:00,6,19,6.0,0.19,2.0,1.0,0.1,33,24.9,97,749,0.0
2023-09-23 05:00:00,5,18,4.0,0.21,4.0,1.0,0.1,19,24.8,96,750,0.0
2023-09-23 06:00:00,5,15,3.0,0.24,4.0,1.0,0.1,20,24.9,96,750,0.0
2023-09-23 07:00:00,5,18,5.0,0.28,4.0,1.0,0.2,30,26.7,88,750,0.0
2023-09-23 08:00:00,11,26,12.0,0.33,7.0,1.0,0.3,30,29.3,78,751,0.0
2023-09-23 09:00:00,13,28,24.0,0.27,7.0,1.0,0.9,175,30.5,72,750,0.0
2023-09-23 10:00:00,10,26,23.0,0.25,5.0,1.0,1.1,178,30.4,72,750,0.0
2023-09-23 11:00:00,8,25,22.0,0.25,6.0,1.0,1.2,174,30.4,74,750,0.0
2023-09-23 12:00:00,10,23,23.0,0.22,4.0,1.0,1.4,201,32.3,65,749,0.0
2023-09-23 13:00:00,11,19,23.0,0.23,4.0,1.0,1.8,192,32.9,62,748,0.0
2023-09-23 14:00:00,9,16,22.0,0.23,5.0,1.0,2.3,185,32.1,64,747,0.0
2023-09-23 15:00:00,7,14,22.0,0.25,5.0,1.0,2.2,190,31.6,67,747,0.0
2023-09-23 16:00:00,6,12,21.0,0.27,7.0,1.0,2.1,192,30.9,69,747,0.0
2023-09-23 17:00:00,5,13,19.0,0.31,8.0,1.0,1.2,201,30.1,74,748,0.0
2023-09-23 18:00:00,4,14,16.0,0.36,12.0,1.0,0.7,201,29.5,77,749,0.0
2023-09-23 19:00:00,4,19,16.0,0.3,9.0,1.0,1.0,128,29.1,79,749,0.0
2023-09-23 20:00:00,4,20,8.0,0.33,11.0,1.0,0.3,18,28.1,83,750,0.0
2023-09-23 21:00:00,3,17,7.0,0.32,9.0,1.0,0.3,346,27.1,89,750,0.0
2023-09-23 22:00:00,4,19,7.0,0.27,5.0,1.0,0.2,21,26.6,92,751,0.0
2023-09-23 23:00:00,5,20,7.0,0.24,5.0,1.0,0.2,21,26.5,92,751,0.0
2023-09-24 00:00:00,6,19,7.0,0.2773788546255507,4.0,1.067401166558652,0.1,1,26.3,93,750,0.0
2023-09-24 01:00:00,4,17,5.0,0.19,7.410755148741419,1.067401166558652,0.1,32,26.2,94,749,0.0
2023-09-24 02:00:00,7,24,10.98954895489549,0.16,4.0,1.0,0.2,37,26.1,94,749,0.0
2023-09-24 03:00:00,7,25,4.0,0.18,4.0,1.0,0.1,356,25.7,96,748,0.0
2023-09-24 04:00:00,9,19,5.0,0.18,3.0,1.0,0.2,25,25.6,97,748,0.0
2023-09-24 05:00:00,10,18,7.0,0.18,4.0,1.0,0.1,350,25.6,96,748,0.0
2023-09-24 06:00:00,8,18,5.0,0.22,5.0,1.0,0.0,3,25.7,95,749,0.0
2023-09-24 07:00:00,6,17,7.0,0.21,4.0,1.0,0.2,354,27.1,89,749,0.0
2023-09-24 08:00:00,12,19,12.0,0.22,4.0,1.0,0.4,20,29.2,80,749,0.0
2023-09-24 09:00:00,11,19,16.0,0.23,6.0,1.0,0.5,345,29.7,78,750,0.0
2023-09-24 10:00:00,13,21,24.0,0.19,3.0,1.0,0.7,159,31.7,67,749,0.0
2023-09-24 11:00:00,11,22,22.0,0.17,3.0,1.0,1.5,218,32.8,64,748,0.0
2023-09-24 12:00:00,10,20,19.0,0.21,5.0,1.0,2.3,181,31.7,68,748,0.0
2023-09-24 13:00:00,7,16,19.0,0.19,4.0,1.0,2.3,194,31.5,68,747,0.0
2023-09-24 14:00:00,6,14,17.0,0.19,5.0,1.0,1.3,200,29.8,75,747,0.0
2023-09-24 15:00:00,5,12,15.0,0.19,7.0,1.0,1.2,169,27.2,90,747,2.2
2023-09-24 16:00:00,7,15,12.0,0.24,8.0,1.0,0.8,97,27.2,89,747,0.0
2023-09-24 17:00:00,8,16,7.0,0.34,14.0,1.0,0.2,344,27.1,89,748,0.4
2023-09-24 18:00:00,8,15,6.0,0.28,10.0,1.0,0.1,17,26.6,94,748,0.2
2023-09-24 19:00:00,7,13,5.0,0.32,11.0,1.0,0.4,75,26.6,94,749,0.0
2023-09-24 20:00:00,7,15,5.0,0.3,9.0,1.0,0.3,83,26.7,93,749,0.0
2023-09-24 21:00:00,13,20,3.0,0.35,8.0,1.0,0.1,3,26.4,95,749,0.0
2023-09-24 22:00:00,15,22,4.0,0.3,7.0,1.0,0.1,346,26.2,95,749,0.0
2023-09-24 23:00:00,13,22,4.0,0.2773788546255507,4.0,1.067401166558652,0.1,10,26.0,95,749,0.0
2023-09-25 00:00:00,10,20,5.0,0.23,7.410755148741419,1.067401166558652,0.2,347,25.9,95,748,0.0
2023-09-25 01:00:00,10,19,10.98954895489549,0.21,7.410755148741419,1.067401166558652,0.2,344,25.7,95,747,0.0
2023-09-25 02:00:00,9,17,4.0,0.22,4.0,1.0,0.1,354,25.7,95,747,0.0
2023-09-25 03:00:00,8,16,4.0,0.22,4.0,1.0,0.0,260,25.5,95,747,0.0
2023-09-25 04:00:00,7,15,4.0,0.24,5.0,1.0,0.0,261,25.6,95,747,0.0
2023-09-25 05:00:00,8,19,2.0,0.29,6.0,1.0,0.1,302,25.7,95,748,0.0
2023-09-25 06:00:00,8,19,1.0,0.29,6.0,1.0,0.2,21,25.8,95,748,0.0
2023-09-25 07:00:00,10,26,4.0,0.41,7.0,1.0,0.4,1,27.5,88,748,0.0
2023-09-25 08:00:00,11,28,8.0,0.37,10.0,1.0,0.5,209,29.5,79,749,0.0
2023-09-25 09:00:00,16,31,13.0,0.24,5.0,1.0,0.9,193,30.9,72,748,0.0
2023-09-25 10:00:00,18,30,16.0,0.27,5.0,1.0,0.8,243,31.7,69,748,0.0
2023-09-25 11:00:00,13,24,17.0,0.25,6.0,1.0,0.9,220,31.9,67,748,0.0
2023-09-25 12:00:00,10,20,17.0,0.22,5.0,1.0,1.4,211,30.9,73,747,3.4
2023-09-25 13:00:00,7,19,15.0,0.32,12.0,1.0,1.3,174,29.0,83,746,0.0
