PM25,PM10,O3,CO,NO2,SO2,WS,WD,TEMP,RH
11.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.2,283,35.1,47
17.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.1,9,28.9,79
15.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,290,30.0,78
10.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,288,30.8,72
9.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,285,31.3,64
11.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,266,32.3,60
14.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,283,28.4,77
12.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,311,30.0,71
11.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,296,30.9,65
10.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,286,32.4,58
10.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,320,32.5,57
11.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,265,28.7,72
13.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,279,29.8,69
12.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,292,31.0,63
9.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,296,31.8,60
8.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.9,275,32.9,56
20.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,286,29.6,69
15.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,288,30.8,63
12.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,279,31.9,58
13.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,282,33.1,54
11.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,317,33.3,53
25.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,274,28.4,77
24.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,268,29.7,72
18.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.2,277,31.6,63
17.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.5,285,32.8,57
19.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.6,286,33.5,53
45.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,264,28.3,76
28.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,286,29.2,73
17.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,272,30.6,68
18.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.2,265,31.5,61
13.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.8,269,31.9,58
17.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,266,28.6,70
17.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,267,30.2,63
19.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,266,32.1,55
19.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,272,33.3,51
17.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,291,33.3,51
22.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,276,28.5,76
20.0,27.99051911718993,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,274,29.5,73
