PM25,PM10,O3,CO,NO2,SO2,WS,WD,TEMP,RH
30.0,60.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,311,31.0,0
25.0,57.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,260,31.7,0
14.0,27.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,249,31.5,0
12.0,23.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,265,33.4,0
13.0,27.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,232,33.3,0
25.0,55.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,247,30.7,0
23.0,46.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,231,32.5,0
17.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,245,32.9,0
14.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,248,33.2,0
9.0,19.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,228,33.0,0
25.0,37.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,261,30.4,0
20.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,297,32.7,0
20.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,321,34.0,0
16.0,33.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,288,33.2,0
11.0,24.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,306,34.3,0
29.0,58.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,281,28.9,0
26.0,55.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,320,30.2,0
25.0,48.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,323,31.4,0
23.0,46.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,327,32.5,0
20.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,338,33.5,0
17.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,276,31.9,0
15.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.9,309,33.9,0
14.0,24.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,311,34.5,0
11.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.2,327,34.6,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,315,35.7,0
31.0,62.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,280,30.7,0
25.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,266,31.7,0
19.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,258,32.8,0
15.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,220,33.9,0
12.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,223,34.8,0
19.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,249,30.6,0
13.0,25.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,245,32.0,0
10.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,251,32.6,0
9.0,18.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,226,33.4,0
8.0,15.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,188,34.1,0
22.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,250,30.3,0
20.0,41.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,247,31.2,0
14.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,253,32.4,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,249,32.7,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,237,33.6,0
22.0,43.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,320,32.2,0
21.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,331,33.3,0
19.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,328,33.4,0
18.0,35.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.1,327,35.3,0
18.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,310,36.6,0
34.0,60.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,330,29.9,0
25.0,57.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,295,31.3,0
21.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,316,33.2,0
18.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,323,33.9,0
19.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.1,314,35.6,0
28.0,56.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,315,33.1,0
23.0,41.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.1,319,34.2,0
20.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.5,317,35.4,0
19.0,37.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.2,334,36.0,0
16.0,33.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.1,323,36.0,0
21.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,254,31.9,0
15.0,29.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,264,33.2,0
13.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,244,33.8,0
9.0,18.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,205,33.7,0
8.0,16.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,207,34.1,0
20.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,286,32.0,0
18.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,276,33.6,0
14.0,27.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,231,33.3,0
11.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,187,33.7,0
9.0,16.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,222,34.3,0
15.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,247,30.7,0
13.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.9,248,31.4,0
10.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,248,32.4,0
9.0,18.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,268,32.9,0
8.0,15.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,253,33.1,0
17.0,35.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,343,29.7,0
20.0,44.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,333,31.4,0
20.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,300,32.4,0
18.0,33.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,324,33.5,0
15.0,29.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,315,34.5,0
20.0,44.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,326,30.0,0
23.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,321,32.1,0
21.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,332,34.3,0
15.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,327,34.2,0
13.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,326,34.9,0
26.0,46.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,292,30.2,0
24.0,48.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,274,33.4,0
15.0,29.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,280,33.1,0
13.0,27.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.7,319,34.5,0
9.0,21.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.6,321,34.5,0
13.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,274,31.6,0
12.0,25.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,302,33.2,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.1,317,35.8,0
9.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,313,36.2,0
6.0,12.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.4,316,36.7,0
24.0,49.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,229,29.7,0
21.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,236,30.7,0
19.0,34.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,249,31.1,0
14.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.8,248,31.4,0
10.0,17.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,255,33.0,0
11.0,24.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,222,30.6,0
12.0,21.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,232,30.7,0
10.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,239,31.2,0
9.0,16.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,219,31.7,0
8.0,16.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,216,31.7,0
23.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,247,29.8,0
16.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,235,30.7,0
12.0,24.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.1,242,31.2,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,252,31.8,0
9.0,17.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,245,31.5,0
19.0,33.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,236,30.7,0
15.0,31.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,240,31.5,0
12.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,243,32.8,0
10.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,218,33.0,0
8.0,17.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,203,32.7,0
21.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,239,29.6,0
19.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,248,31.6,0
15.0,31.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,252,32.4,0
13.0,25.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,273,32.8,0
10.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,198,32.1,0
19.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,250,29.6,0
20.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,244,30.5,0
18.0,37.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,257,31.4,0
16.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,226,31.7,0
10.0,19.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,226,32.3,0
24.0,54.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,253,31.2,0
17.0,34.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,251,32.5,0
11.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,203,32.8,0
9.0,18.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,218,32.7,0
7.0,14.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,185,33.2,0
22.0,45.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,245,29.8,0
13.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,201,31.9,0
10.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,177,32.0,0
8.0,16.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,201,32.3,0
7.0,14.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,177,32.6,0
21.0,41.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.2,94,25.7,0
22.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.3,113,26.7,0
18.0,37.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,131,28.9,0
17.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,135,31.4,0
11.0,23.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,142,31.8,0
19.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,305,30.6,0
18.0,35.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,314,32.9,0
15.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,326,33.9,0
12.0,27.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,330,34.1,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,322,34.6,0
27.0,61.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,339,30.8,0
21.0,41.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,342,33.3,0
19.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,332,35.0,0
17.0,34.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,338,35.5,0
19.0,41.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,356,35.7,0
16.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,329,28.6,0
14.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,328,30.8,0
16.0,31.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,349,32.9,0
14.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,332,33.4,0
11.0,25.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.8,315,35.3,0
13.0,31.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,322,27.0,0
15.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,302,29.0,0
16.0,34.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,318,31.2,0
16.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,308,32.6,0
14.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,324,33.9,0
16.0,33.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.1,13,29.7,0
19.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.3,199,31.3,0
18.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,230,32.4,0
19.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,225,32.4,0
22.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,210,32.8,0
31.0,46.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,332,31.4,0
26.0,47.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,318,30.8,0
20.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,318,31.9,0
19.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,266,31.6,0
16.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,36,27.8,0
20.0,44.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,347,32.0,0
18.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,324,33.7,0
14.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,317,34.2,0
12.0,25.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,309,36.2,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.2,151,33.2,0
22.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,316,28.7,0
19.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,323,30.3,0
17.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,324,32.5,0
12.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,328,34.3,0
12.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,317,33.3,0
21.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.1,243,27.0,0
21.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,223,29.4,0
19.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,223,30.9,0
16.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,214,31.6,0
15.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,223,31.7,0
9.0,18.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,230,28.8,0
11.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,225,29.1,0
10.0,19.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.9,235,30.3,0
9.0,16.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.3,241,30.2,0
11.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.9,236,30.5,0
17.0,31.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.9,239,30.3,0
16.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.4,242,30.6,0
14.0,27.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,230,32.0,0
12.0,24.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,218,32.8,0
8.0,16.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,200,32.4,0
22.0,43.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,241,29.1,0
20.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,238,30.5,0
15.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,245,32.4,0
14.0,24.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,240,33.3,0
12.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,212,33.0,0
19.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.1,64,29.2,0
18.0,37.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,301,31.6,0
18.0,35.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,268,31.5,0
16.0,31.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,236,30.9,0
12.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,248,32.0,0
20.0,37.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,332,29.3,0
16.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,328,31.1,0
14.0,33.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,335,31.8,0
13.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,333,33.5,0
9.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,330,32.9,0
24.0,48.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,323,31.8,0
21.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,329,33.9,0
16.0,38.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,322,34.8,0
14.0,25.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.0,316,35.1,0
10.0,18.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.8,308,35.1,0
15.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.3,327,27.1,0
15.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,321,28.2,0
18.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,296,28.9,0
16.0,29.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,328,30.8,0
14.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,326,31.3,0
12.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,338,31.1,0
11.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,6,31.5,0
10.0,20.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.4,322,31.7,0
11.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,316,33.9,0
15.0,30.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,317,35.0,0
38.0,67.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.3,332,28.0,0
37.0,63.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,330,29.9,0
32.0,62.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,266,31.0,0
25.0,48.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.1,240,30.4,0
15.0,28.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,216,30.4,0
28.0,50.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,266,30.7,0
23.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,249,32.4,0
16.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,233,31.8,0
13.0,26.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,230,31.8,0
12.0,24.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,228,31.4,0
20.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,249,30.0,0
18.0,36.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,272,32.3,0
14.0,27.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.5,275,32.2,0
13.0,22.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.8,287,32.2,0
11.0,21.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,2.4,279,32.0,0
40.0,60.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.7,322,31.5,0
33.0,49.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,264,32.7,0
24.0,48.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,281,33.4,0
23.0,44.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.6,319,34.4,0
21.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.7,327,34.8,0
25.0,46.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.2,4,27.2,0
23.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,356,29.8,0
22.0,44.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,349,30.9,0
21.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,6,31.1,0
23.0,44.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.0,110,28.4,0
24.0,40.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.9,85,25.6,0
22.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,92,25.8,0
17.0,33.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,71,27.3,0
15.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,54,30.6,0
15.0,43.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,1.2,106,31.7,0
21.0,43.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,138,26.0,0
21.0,42.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,108,27.0,0
18.0,35.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.8,145,29.6,0
16.0,32.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,129,31.5,0
20.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.5,246,32.4,0
23.0,46.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,346,31.5,0
19.0,39.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.6,343,32.7,0
16.0,34.0,22.596723010167736,0.45179891261523913,5.466318282028252,1.7442477876106195,0.4,6,33.1,0
